,term,QID,wd_bow,cs_combined
62502,bush negros,Q966729,"['giovanni', 'battista', 'paggi', 'human', 'giovanni', 'batta', 'paggi', 'giovanni', 'battista', 'giovanni', 'batta', 'poggi', 'giovanni', 'battista', 'pagi', 'cavalier', 'paggi', 'di', 'genova', 'giovanni', 'battista', 'pazzi', 'giovanni', 'battista', 'poggi', 'giovanni', 'battista', 'poggio', 'batta', 'paggi', 'poggio', 'jean', 'baptiste', 'pagi', 'giovanni', 'paggi', 'batta', 'poggi', 'batta', 'paggi', 'paggi', 'paggi', 'jean', 'baptiste', 'paggi', 'pazzi', 'pagi', 'battista', 'paggi', 'peintre', 'génois', 'paggi', 'cavaliere', 'paggi', 'giambattista', 'paggi', 'maria', 'paggi', 'italian', 'painter']",
133600,calcutta,Q1348,"['kolkata', 'municipal', 'corporation', 'west', 'bengal', 'million', 'city', 'megacity', 'state', 'capital', 'metropolis', 'city', 'palace', 'city', 'procession', 'city', 'joy', 'capital', 'city', 'west', 'bengal', 'india']",0.943
134638,calcutta,Q5018950,"['riverside', 'neighborhood', 'township', 'human', 'settlement', 'india']",0.877
133718,calcutta,Q3349812,"['kolkata', 'metropolitan', 'area', 'metropolitan', 'area', 'conurbation', 'metropolitan', 'area', 'greater', 'kolkata', 'kma', 'cma', 'metropolitan', 'area', 'west', 'bengal', 'india']",0.875
134188,calcutta,Q3198467,"['kolkata', 'metropolitan', 'development', 'authority', 'government', 'agency', 'metropolitan', 'development', 'authority', 'development', 'authority', 'west', 'bengal', 'india']",0.873
134129,calcutta,Q18379789,"['kolkata', 'leather', 'complex', 'factory', 'complex', 'leather', 'complex', 'planned', 'industrial', 'town', 'west', 'bengal', 'india']",0.868
134540,calcutta,Q112794323,"['central', 'kolkata', 'geographic', 'region', 'central', 'madhya', 'kolkata', 'region', 'kolkata', 'west', 'bengal']",0.853
133719,calcutta,Q3350560,"['kolkata', 'municipal', 'corporation', 'municipal', 'corporation', 'india', 'municipal', 'corporation', 'municipal', 'corporation', 'west', 'bengal', 'india']",0.853
133621,calcutta,Q17986212,"['unincorporated', 'community', 'united', 'state', 'indiana', 'human', 'settlement', 'united', 'state', 'america']",0.841
134833,calcutta,Q68957298,"['mansion', 'building', 'building', 'ward', 'kolkata', 'municipal', 'corporation', 'india']",0.841
133694,calcutta,Q3150084,"['indian', 'institute', 'management', 'business', 'school', 'academic', 'institution', 'public', 'iimc', 'iim', 'public', 'business', 'school', 'located', 'kolkata', 'west', 'bengal']",0.8390000000000001
48910,caucasian,Q7129609,"['race', 'human', 'categorization', 'human', 'caucasoid', 'europid', 'white', 'person', 'white', 'people', 'outdated', 'classification', 'human']",0.907
48532,caucasian,Q112854793,"['competitive', 'ability', 'clover', 'trifolium', 'ambiguum', 'compared', 'white', 'clover', 'trifolium', 'repens', 'lowland', 'high', 'country', 'site', 'thesis', 'thesis', 'adam', 'webb', 'lincoln', 'university']",0.866
48843,caucasian,Q65090850,"['hunter', 'gatherer', 'anatomically', 'modern', 'human', 'genetic', 'lineage', 'identified']",0.865
48551,caucasian,Q1152826,"['armenoid', 'race', 'according', 'racial', 'anthropology', 'early', 'century', 'subtype', 'race', 'centered', 'northern', 'part', 'western', 'asia']",0.862
48704,caucasian,Q3832962,"['pontic', 'pontic', 'language', 'proposed', 'language', 'macrofamily', 'comprising', 'indo', 'european', 'northwest', 'language', 'family']",0.858
49182,caucasian,Q64677140,"['trial', 'investigating', 'possible', 'difference', 'development', 'type', 'diabetes', 'japanese', 'subject', 'clinical', 'trial', 'clinical', 'trial']",0.857
48886,caucasian,Q65353181,"['difference', 'ovarian', 'reserve', 'marker', 'vitamin', 'infertile', 'indian', 'arabian', 'population', 'clinical', 'trial', 'clinical', 'trial']",0.853
48892,caucasian,Q65470762,"['bridging', 'trial', 'comparing', 'sugammadex', 'org', 'reappearance', 'japanese', 'part', 'participant', 'clinical', 'trial', 'clinical', 'trial']",0.847
49185,caucasian,Q64725228,"['bridging', 'trial', 'comparing', 'sugammadex', 'org', 'reappearance', 'japanese', 'part', 'japanese', 'participant', 'clinical', 'trial', 'clinical', 'trial']",0.847
48731,caucasian,Q41259,"['caucasology', 'area', 'study', 'asian', 'study', 'european', 'study', 'study', 'academic', 'study', 'culture', 'geography', 'history', 'people', 'caucasus', 'region']",0.846
48401,caucasians,Q11904743,"['albans', 'caucasian', 'isolated', 'human', 'group']",0.818
48400,caucasians,Q113887704,"['investigating', 'effect', 'ocrelizumab', 'african', 'american', 'caucasian', 'relapsing', 'multiple', 'sclerosis', 'clinical', 'trial', 'clinical', 'trial']",0.8059999999999999
48403,caucasians,Q2680223,"['abkhazian', 'african', 'descent', 'ethnic', 'group', 'afro', 'abkhazian', 'african', 'caucasian', 'community', 'racial', 'ethnic', 'group', 'people', 'abkhazia', 'african', 'ancestry']",0.7809999999999999
48406,caucasians,Q64640900,"['genetics', 'periodontal', 'disease', 'european', 'caucasian', 'clinical', 'trial', 'clinical', 'trial']",0.7609999999999999
48408,caucasians,Q64673661,"['single', 'dose', 'trial', 'healthy', 'caucasian', 'japanese', 'subject', 'investigating', 'pharmacokinetics', 'somatropin', 'clinical', 'trial', 'clinical', 'trial']",0.754
48411,caucasians,Q65317205,"['spirulina', 'supplementation', 'cardiovascular', 'risk', 'obese', 'caucasian', 'treated', 'hypertension', 'clinical', 'trial', 'clinical', 'trial']",0.73
48410,caucasians,Q65316005,"['laser', 'speckle', 'flowgraphy', 'age', 'dependence', 'comparison', 'doppler', 'optical', 'coherence', 'tomography', 'clinical', 'trial', 'clinical', 'trial']",0.727
48407,caucasians,Q64650434,"['bm', 'daclatasvir', 'plus', 'peg', 'interferon', 'alfa', 'ribavirin', 'treatment', 'naive', 'black', 'african', 'american', 'latino', 'white', 'caucasian', 'hepatitis', 'c', 'clinical', 'trial', 'clinical', 'trial']",0.7020000000000001
48405,caucasians,Q64336553,"['angle', 'closure', 'glaucoma', 'caucasian', 'clinical', 'trial', 'clinical', 'trial']",0.685
48409,caucasians,Q64792625,"['pk', 'bdp', 'ff', 'gb', 'single', 'inhaler', 'triple', 'therapy', 'japanese', 'caucasian', 'clinical', 'trial', 'clinical', 'trial']",0.626
108858,colored,Q5149038,"['term', 'used', 'united', 'state', 'describe', 'black', 'people']",0.893
108941,colored,Q819264,"['colour', 'revolution', 'revolution', 'color', 'revolution', 'coloured', 'revolution', 'revolution', 'colour', 'revolution', 'color', 'revolution', 'coloured', 'revolution', 'revolution', 'political', 'term', 'associated', 'democratization']",0.865
108826,colored,Q353267,"['additive', 'color', 'additive', 'mixture', 'situation', 'color', 'created', 'mixing', 'visible', 'light', 'emitted', 'differently', 'light', 'source']",0.846
108775,colored,Q22296285,"['uredospore', 'formation', 'urediniospore', 'formation', 'ureidospore', 'formation', 'process', 'specific', 'outcome', 'formation', 'asexual', 'dikaryotic', 'often', 'rusty', 'spore', 'produced', 'structure', 'called', 'mostly', 'found', 'rust']",0.8290000000000001
110420,colored,Q111734197,"['dorothy', 'dorothy', 'photograph', 'collection', 'black', 'white', 'photographic', 'print', 'negative', 'well', 'transparency', 'dorothy', 'dorothy', 'approximately']",0.8240000000000001
108430,colored,Q104341641,"['hand', 'coloring', 'coloring', 'hand', 'tinting', 'hand', 'hand', 'hand', 'tinted', 'hand', 'colouring', 'hand', 'coloured', 'applying', 'color', 'manual', 'process']",0.8190000000000001
108823,colored,Q3402019,"['llauto', 'llautu', 'llawthu', 'outfit', 'ruling', 'sapa', 'variety', 'turban', 'colour', 'tahuantinsuyo', 'traditionally', 'woven', 'wool', 'vicuña', 'different', 'stripe', 'wool', 'called', 'maskapaycha', 'symbol', 'quriqinqi']",0.8190000000000001
108751,colored,Q1786363,"['tonalism', 'century', 'u', 'artistic', 'movement', 'using', 'landscape', 'atmosphere', 'mist', 'often', 'gray', 'brown', 'blue']",0.815
108724,colored,Q1396304,"['colorfastness', 'colourfastness', 'colour', 'fastness', 'property', 'material', 'textile', 'resist', 'fading', 'running', 'exposed', 'various', 'agency', 'washing', 'rubbing', 'daylight']",0.8140000000000001
108836,colored,Q39359966,"['segmental', 'heterochromia', 'heterochromia', 'iridum', 'sectoral', 'heterochromia', 'heterochromia', 'iridis', 'particolor', 'eye', 'particolor', 'iris', 'partial', 'heterochromia', 'multicolored', 'eye', 'gradient', 'eye', 'part', 'one', 'iris', 'different', 'color', 'remainder']",0.813
36558,coolie,Q548135,"['occupation', 'worker', 'labourer', 'asia']",0.838
36563,coolie,Q99950019,"['chinese', 'drawing', 'chinese', 'worker', 'drawing', 'leonard', 'richmond']",0.735
36546,coolie,Q2996542,"['coolitude', 'term', 'cultural', 'interaction', 'indian', 'chinese', 'diaspora']",0.7120000000000001
36542,coolie,Q110626609,"['prohibition', 'traffic', 'portuguese', 'government', 'image', 'work']",0.677
36550,coolie,Q4774147,"['anti', 'act', 'act', 'congress', 'united', 'state', 'anti', 'act', 'u', 'law', 'imposed', 'tax', 'chinese', 'immigrant', 'favor', 'white', 'laborer']",0.6609999999999999
36555,coolie,Q50902692,"['ship', 'painting', 'painting', 'chinese', 'school', 'century']",0.644
36556,coolie,Q50902731,"['ship', 'gale', 'painting', 'painting', 'chinese', 'school', 'century']",0.615
36554,coolie,Q49713369,"['spring', 'spring', 'spring', 'wallowa', 'county', 'oregon', 'united', 'state', 'america']",0.615
36561,coolie,Q63225477,"['chair', 'occupation', 'occupation']",0.583
36548,coolie,Q3568519,"['william', 'cooley', 'human', 'william', 'florida', 'pioneer']",0.58
36540,coolies,Q99621558,"['becoming', 'rethinking', 'origin', 'indian', 'labour', 'diaspora', 'research', 'grant', 'research', 'project', 'ahrc', 'research', 'grant']",0.76
36535,coolies,Q107804051,"['foochow', 'methodist', 'church', 'methodist', 'church', 'building', 'established', 'congregation', 'comprising', 'rickshaw', 'puller', 'cooly', 'barber', 'foochow']",0.6409999999999999
36532,coolies,Q106812584,"['chinese', 'cooly', 'demolishing', 'building', 'drawing', 'drawing', 'george', 'chinnery']",0.614
36533,coolies,Q106812587,"['chinese', 'cooly', 'reading', 'proclamation', 'drawing', 'drawing', 'george', 'chinnery']",0.5920000000000001
36531,coolies,Q106784619,"['group', 'seven', 'cooly', 'gambling', 'drawing', 'drawing', 'george', 'chinnery']",0.573
36538,coolies,Q59725091,"['cooly', 'district', 'electoral', 'division', 'electoral', 'district', 'county', 'kerry', 'ireland']",0.57
36527,coolies,Q104308663,"['faghbane', 'townland', 'cooly', 'county', 'kerry', 'ireland']",0.494
36528,coolies,Q104308675,"['faghcullia', 'townland', 'cooly', 'county', 'kerry', 'ireland']",0.494
36529,coolies,Q104308681,"['dromickbane', 'townland', 'cooly', 'county', 'kerry', 'ireland']",0.494
36530,coolies,Q104309627,"['gortdromakiery', 'townland', 'cooly', 'county', 'kerry', 'ireland']",0.494
50621,descent,Q2905804,"['unilineality', 'kinship', 'terminology', 'unilineality', 'system', 'determining', 'group', 'one', 'belongs', 'line', 'whereby', 'traced', 'either', 'exclusively', 'male', 'ancestor', 'patriline', 'exclusively', 'female', 'ancestor', 'matriline']",0.9
49301,descent,Q1075815,"['evidence', 'common', 'common', 'evidence', 'evelution', 'evidence', 'demonstrating', 'life', 'earth', 'come', 'single', 'ancestor']",0.892
50007,descent,Q1321675,"['complementary', 'distribution', 'linguistic', 'phenomenon', 'phoneme', 'found', 'case', 'others', 'found', 'similar', 'different', 'often', 'indicating', 'sound', 'change', 'divergent', 'mutual']",0.8909999999999999
49321,descent,Q110719661,"['rare', 'variant', 'method', 'identity', 'detection', 'sequence', 'data', 'time', 'recent', 'common', 'ancestor', 'given', 'identity', 'segment', 'length', 'written', 'work', 'thesis', 'thesis', 'steven', 'mason', 'foltz', 'university', 'washington']",0.888
49628,descent,Q333018,"['common', 'theory', 'ancestor', 'root', 'node', 'shared', 'ancestry', 'organism', 'different', 'specie']",0.8859999999999999
50680,descent,Q5263736,"['antiquity', 'process', 'establishing', 'generation', 'generation', 'living', 'person']",0.884
49871,descent,Q89659343,"['quality', 'lineage', 'biological', 'social', 'individual']",0.878
49772,descent,Q640624,"['areal', 'feature', 'linguistic', 'feature', 'arising', 'language', 'contact', 'rather', 'common']",0.8759999999999999
50226,descent,Q5988338,"['identity', 'identical', 'nucleotide', 'sequence', 'due', 'inheritance', 'without', 'recombination', 'common', 'ancestor']",0.871
49464,descent,Q183905,"['descendant', 'lineal', 'descendant', 'blood', 'relative', 'direct', 'line', 'collateral', 'descendant', 'relative', 'descended', 'sibling']",0.866
71899,developing nation,Q99062617,"['provincial', 'highland', 'architectural', 'style', 'colonial', 'latin', 'american', 'architecture', 'style', 'architectural', 'style', 'southern', 'chiapas', 'mexico', 'southern', 'guatemala', 'honduras', 'western', 'el', 'salvador']",
71900,developing nations,Q99062617,"['provincial', 'highland', 'architectural', 'style', 'colonial', 'latin', 'american', 'architecture', 'style', 'architectural', 'style', 'southern', 'chiapas', 'mexico', 'southern', 'guatemala', 'honduras', 'western', 'el', 'salvador']",
70783,disabled,Q15978181,"['person', 'disability', 'person', 'people', 'person', 'people', 'disability', 'handicapped', 'person', 'person', 'person', 'disability', 'person', 'physical', 'mental', 'disability', 'affect', 'limit', 'activity', 'daily', 'living', 'may', 'require', 'special', 'accommodation']",0.955
70793,disabled,Q16649002,"['person', 'visual', 'disability', 'person', 'disability', 'person', 'visual', 'impairment', 'people', 'visual', 'impairment', 'people', 'visual', 'disability', 'visually', 'impaired', 'person', 'visually', 'impaired', 'people', 'visually', 'impaired', 'person', 'person', 'visual', 'disability', 'person', 'visual', 'impairment', 'person', 'visual', 'disability', 'person', 'visual', 'disability', 'people', 'visual', 'disability', 'visually', 'person', 'visually', 'visually', 'person', 'visually', 'people', 'partially', 'seeing', 'person', 'partially', 'seeing', 'person', 'partially', 'seeing', 'people', 'partially', 'sighted', 'person', 'partially', 'sighted', 'person', 'partially', 'sighted', 'people', 'visually', 'handicapped', 'visually', 'handicapped', 'person', 'visually', 'handicapped', 'person', 'visually', 'handicapped', 'people', 'person', 'visual', 'handicap', 'person', 'visual', 'handicap', 'person', 'visual', 'handicap', 'person', 'visual', 'handicap', 'people', 'visual', 'handicap', 'people', 'visual', 'handicap', 'person', 'loss', 'vision', 'impact', 'activity', 'daily', 'living']",0.924
70928,disabled,Q69948768,"['child', 'person', 'disability', 'child', 'child', 'handicapped', 'child', 'handicapped', 'child', 'child', 'disability', 'child', 'mental', 'physical', 'disability', 'interfere', 'usual', 'activity', 'daily', 'living']",0.92
71211,disabled,Q108735754,"['beyond', 'least', 'restrictive', 'constitutional', 'right', 'treatment', 'mentally', 'person', 'community', 'article']",0.902
70986,disabled,Q884271,"['blindness', 'education', 'special', 'education', 'typhlology', 'blind', 'education', 'education', 'blind', 'tyflopedagogics', 'education', 'blind', 'education', 'visually', 'education', 'student', 'manner', 'vision', 'impairment', 'address', 'difference', 'individual', 'need']",0.9009999999999999
71371,disabled,Q20860129,"['housing', 'handicapped', 'housing', 'housing', 'housing', 'handicapped', 'housing', 'physically', 'handicapped', 'housing', 'concept', 'functional', 'concept', 'general', 'associated', 'concept', 'associated', 'concept', 'facet']",0.894
71800,disabled,Q67527673,"['healthy', 'worker', 'effect', 'sampling', 'bias', 'observed', 'worker', 'usually', 'exhibit', 'overall', 'death', 'rate', 'lower', 'general', 'population', 'since', 'severely', 'ill', 'may', 'excluded', 'employment']",0.892
70918,disabled,Q67374899,"['living', 'living', 'will', 'written', 'witnessed', 'declaration', 'person', 'request', 'become', 'beyond', 'reasonable', 'expectation', 'recovery', 'allowed', 'die']",0.89
71468,disabled,Q5417486,"['every', 'child', 'matter', 'organization', 'disability', 'right', 'organization', 'organization']",0.884
70851,disabled,Q29584864,"['social', 'work', 'activity', 'without', 'accommodation', 'elderly', 'economic', 'activity', 'social', 'work', 'activity', 'without', 'accommodation', 'nace', 'nace', 'economic', 'activity']",0.877
59187,discover,Q8546951,"['wikimedia', 'category', 'wikimedia', 'category']",
155243,dwarf,Q97788366,"['vauxhall', 'grotesque', 'border', 'room', 'hall', 'print', 'print', 'thomas', 'rowlandson', 'met']",
155239,dwarfer,Q97788366,"['vauxhall', 'grotesque', 'border', 'room', 'hall', 'print', 'print', 'thomas', 'rowlandson', 'met']",
155242,dwarfest,Q97788366,"['vauxhall', 'grotesque', 'border', 'room', 'hall', 'print', 'print', 'thomas', 'rowlandson', 'met']",
