,term_x,entity_id,text_1,text_2,text_3,text_4,text_5,term_y,check
863,slaaf,Q1120876,Edmond Albius,,"Frans slaaf (-1880), maar bekend als de uitvinder van het handmatig bestuiven van vanilleplanten",['mens'],[],,
864,slaaf,Q5368985,Dag der Vrijheden,['Emancipatiedag'],gedenkdag om de vrijheid van tot slaaf gemaakte mensen te vieren,"['jaarlijkse herdenking', 'feest- of gedenkdag']","['feest- of gedenkdag', 'jaarlijkse herdenking']",,
865,slaaf,Q11692055,Mentor,,van brandstichting beschuldigde slaaf uit Paramaribo,['mens'],[],,
866,slaaf,Q14136655,"Poelmo, slaaf van het zuiden","['Poelmo, slaaf van het zuiden (voor meisjes die van dieren houden)']",['televisieprogramma uit Nederland'],['televisieprogramma'],[],,
867,slaaf,Q1916208,Kodjo,"['Cojo', 'Codjo', 'Kodyo']",van brandstichting beschuldigde slaaf uit Paramaribo,['mens'],[],,
868,slaaf,Q1962085,Present,,van brandstichting beschuldigde slaaf uit Paramaribo,['mens'],[],,
869,slaven,Q2378782,Vroege Slaven,['Ancient Slavs'],,"['aspect van de geschiedenis', 'historische etnische groep']",[],,
870,slaven,Q199898,Slaven,['Slaven (voornaam)'],['mannelijke voornaam'],['mannelijke voornaam'],[],,
871,slaven,Q1155622,slavenopstand,,(gewapende) opstand van slaven tegen overheid of plantage-eigenaar,[],['opstand'],,
872,slaven,Q211052,Oostelijke Slaven,,['etnische groep'],"['etnische groep', 'begrip']",['Slavische volkeren'],,
873,slaven,Q601444,pater familias,"['vader des huizes', 'patriarch']","juridisch hoofd van een huishouden in het oude Rome, eigenaar van alle goederen en slaven, uitsluitend mannelijk geslacht","['Latijnse uitdrukking', 'ambt']",['patriarch'],,
874,slaven,Q840454,Westelijke Slaven,,['etnische groep'],['etnische groep'],['Slavische volkeren'],,
875,slaven,Q21618778,"Vervolgden, slaven, ongelukkigen",,['schilderij van Charles Verlat'],['schilderij'],[],,
876,slaven,Q31571254,Slaven Mountain,,['berg in Verenigde Staten van Amerika'],['berg'],[],,
877,slaven,Q17324060,"De Engels-Nederlandse vloot in de Baai van Algiers ter ondersteuning van het ultimatum tot vrijlating van blanke slaven, 26 augustus 1816.",,['schilderij van Nicolaas Baur'],['schilderij'],[],,
878,slaven,Q40477,Slavische volkeren,"['Slavisch Europa', 'Slavische volken']","de Indo-Europese volken die een taal uit de Slavische taalfamilie spreken en worden aan de hand van de onderverdeling van deze taalfamilie onderscheiden in Oost-, West- en Zuid-Slaven",['inheemse bevolking'],['Indo-Europeanen'],,
879,stam,Q133311,stam,"['Tribaal', 'Gamingclan', 'Volksstam']",['gemeenschap van mensen die groot genoeg is om uit verschillende onderdelen te bestaan'],['sociale groep'],"['etnische groep', 'sociale groep']",tribe,True
880,stam,Q2381172,stedelijk geslacht,"['stedelijke stam', 'stedelijke clan']",['familiegroepen van clanstructuur in een stedelijke omgeving'],[],['clan'],,
881,stam,Q250584,Morini,['Morini (stam)'],['stam'],['historische etnische groep'],"['Galliërs', 'Belgen']",,
882,stam,Q1104182,Coahuilteken,"['Coahuilteken (stam)', 'Coahuilteken (volk)']",['etnische groep'],['etnische groep'],[],,
883,stam,Q4295650,Hersteld Apostolische Zendingkerk - Stam Juda,['HAZK'],['kerkgenootschap in Nederland'],['kerkgenootschap'],[],,
884,stam,Q5373604,Emmonsaspis,,geslacht uit de stam Problematica,['fossiel taxon'],[],,
885,stam,Q4955096,Bradoriida,,onderklasse van kreeftachtigen binnen de stam geleedpotigen,['fossiel taxon'],[],,
886,stam,Q264569,Akatziroi,,historische etnische stam,['historische etnische groep'],[],,
887,stam,Q8445563,Categorie:Federaal erkende stam in de Verenigde Staten,,['Wikimedia-categorie'],['Wikimedia-categorie'],[],,
888,stam,Q492901,Kalispel,,inheemse Indiaanse stam van de Verenigde Staten,['Native Americans in the United States'],['Salish peoples'],,
889,stammen,Q604819,Stammen van Galway,,"['stedelijke geslachten uit Galway, Ierland']",[],['stedelijk geslacht'],,
890,stammen,Q11913408,Celtiberia,,grondgebied van het Iberisch schiereiland waar de Keltiberische stammen leefden,"['territorium', 'historische regio']",[],,
891,stammen,Q156108,Abodriten,"['Obotrieten', 'Obodriten', 'Obodriten - Slavische stammen']",['etnische groep'],"['etnische groep', 'voormalig subnationaal gebied', 'Lechites']",['Lechites'],,
892,stammen,Q2502723,Arabische stammen,,,"['stam', 'etnische groep']",[],,
893,stammen,Q131192,Grote Volksverhuizing,"['Grote Volksverhuizingen', 'Volksverhuizingen', 'Volkverhuizingen', 'Volksverhuizing']",binnendringen van meerdere stammen in het Romeinse Rijk tussen de 4e en de 6e eeuw,['invasie'],[],barbarian,False
894,stammen,Q2605404,stammen van Israël,"['12 stammen van Israël', 'twaalf stammen van Israël']",['Hebreeuwse stammen uit de twaalf zonen van Jacob'],"['sociale groep', 'stam']",[],,
895,stammen,Q319421,vijf geciviliseerde stammen,"['vijf ontwikkelde stammen', 'vijf beschaafde stammen']",,['groep'],[],,
896,stammen,Q106882082,Blood of the Clans,,driedelige documentaire waarin wordt ingegaan op de schermutselingen van de Schotse clans en ook wordt gereconstrueerd hoe de verenigde stammen indringers van buitenaf bevochten om de Schotse onafhankelijkheid te waarborgen,['televisieprogramma'],[],,
897,stammen,Q2189880,Stammenhof,"['rijksmonumentnummer 33367', 'Stammenhof: grote bakstenen hoeve met binnenplaats', 'Stammen 1, Sweikhuizen']","['rijksmonument op Stammen 1 in Sweikhuizen, Nederland']",['boerenbedrijf'],[],,
898,stammen,Q42365,Oudengels,"['Oud Engels', 'Angelsaksische taal', 'Oud-Engels', 'Angelsaksisch']",taal die in de vijfde tot elfde eeuw door Angelsaksische stammen werd gesproken waaruit het Engels is ontstan,"['natuurlijke taal', 'dode taal', 'historische taal', 'uitgestorven taal']",['Engelse talen'],,
899,trans,Q3266746,Trans-cinnamate 2-monooxygenase,,,['enzymfamilie'],['oxidoreductase'],,
900,trans,Q1436339,Trans-cinnamate 4-monooxygenase,,,['enzymfamilie'],['oxidoreductase'],,
901,trans,Q2395922,Trans-Atlantische telegraafkabel,['Transatlantische telegraafkabel'],,[],['onderzeekabel'],,
902,trans,Q94581668,,,syndicat intercommunal in Trans,['Syndicat intercommunal'],[],,
903,trans,Q2168394,Tepavia Trans,,,['luchtvaartmaatschappij'],[],,
904,trans,Q3289959,Trans-Atlantische Vrijhandelszone,,,['vrijhandelszone'],[],,
905,trans,Q3266598,"Trans-acenaphthene-1,2-diol dehydrogenase",,,['enzymfamilie'],['oxidoreductase'],,
906,trans,Q3008357,"Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase",,,['enzymfamilie'],['oxidoreductase'],,
907,trans,Q3133248,trans-2-enoyl-CoA reductase,,,['enzymfamilie'],['oxidoreductase'],,
908,trans,Q15873930,cis-trans-selectiviteit,,,[],['selectiviteit'],,
909,travestiet,Q486680,travestie,"['travestiet', 'travesti', 'transvestitisme']","['bewust kleding dragen van het andere geslacht, anders dan voor een acteerrol']",[],[],,
910,travestiet,Q7835451,travestofilie,,seksuele voorkeur voor een travestiet als partner,['seksuele voorkeur'],['Philia'],,
911,travestiet,Q705253,DQ,['Peter Andersen'],Deense travestiet en zanger,['mens'],[],,
912,travestiet,Q2084617,Maria van Antwerpen,,"travestiet, soldaat",['mens'],[],,
913,tweede wereld,Q233472,tweede wereld,['2e wereld'],,['groep'],[],second world,True
914,tweede wereld,Q2358362,Tweede wereld,['Tweede wereld (Thorgal)'],['Thorgal'],['fictief universum'],[],,
915,wester,Q9337845,Wester-Spätinge,,"['natuurgebied in Simonsberg, Duitsland']","['Naturschutzgebiet', 'beschermd gebied']",[],,
916,wester,Q100341187,Vaste opstelling: Timor-groep en de Zuid-Wester-eilanden (1927-1946),,['Tentoonstelling uit 1927'],['tentoonstelling'],[],,
917,wester,Q108846780,Anstruther Wester,,['nederzetting in Verenigd Koninkrijk'],['woonplaats'],[],,
918,wester,Q2298564,Wester Aberchalder,,['nederzetting in Verenigd Koninkrijk'],['woonplaats'],[],,
919,wester,Q7987358,Wester Denoon,,['dorp in Verenigd Koninkrijk'],['dorp'],[],,
920,wester,Q19649894,Wester Badstraat,['Wester Badstraat (Groningen)'],"['straat in Groningen (stad), Nederland']",['straat'],[],,
921,wester,Q62834135,Wester Schnatebüll,,['nederzetting in Duitsland'],['woonplaats'],[],,
922,wester,Q2334628,station Wester Hailes,,['spoorwegstation in het Verenigd Koninkrijk'],['spoorwegstation'],[],,
923,wester,Q2949489,wapen van Wester-Koggenland,,"['wapen van voormalige gemeente in Noord-Holland, Nederland']",['Nederlands gemeentewapen'],[],,
924,wester,Q2438864,Fort Westervoort,['Sperfort Wester'],['voortnederzetting in Nederland'],['woonplaats'],[],,
925,westers,Q3757343,jihadisme,,Westers neologisme om gewapende islamitische bewegingen te beschrijven,"['ideologie', 'term']",['jihad'],,
926,westers,Q925090,Westers boeddhisme,,,[],['boeddhisme'],,
927,westers,Q1810629,Kapiteinshuis Pekela,['Kapiteinshuis Pekela / Stichting Westers'],['museum in Groningen (provincie)'],['museum'],[],,
928,westers,Q28104241,Zonder titel,,schilderij van F. Westers,['schilderij'],[],,
929,westers,Q26189,Westers Schisma,,,['schisma'],[],,
930,westers,Q842798,westers christendom,['Westerse kerk'],,[],['christendom'],,
931,westers,Q106655275,Westers,,['achternaam'],['familienaam'],[],,
932,westers,Q2495279,Lekker Westers,,['nummer van Arbeid Adelt'],['single'],[],,
933,westerse,Q160381,westerse wereld,['occident'],['groep landen'],"['geografisch gebied', 'groep']",[],western,True
934,westerse,Q1637806,Occidentalisme,,voorstellingen van de westerse wereld,['politieke ideologie'],[],,
935,westerse,Q15925549,culturele generatie van de westerse samenleving,,,[],['culturele generatie'],,
936,westerse,Q1365619,Avondland,,"oorspronkelijk het westelijke deel van Europa, vanaf de 21e eeuw de hele westerse wereld",['regio'],[],,
937,westerse,Q42865,oriëntalisme,['orientalisme'],westerse opvatting van het Oosten in culturele zin,"['stijlperiode', 'artistiek thema']",[],,
938,westerse,Q11416778,Sjabloon:Navigatie generaties westerse wereld,,['Wikimedia-sjabloon'],['Wikimedia-navigatiesjabloon'],[],,
939,westerse,Q1755300,Omvolking,,Vervanging van de Westerse inheemse bevolking door immigranten met een niet-Westerse cultuur,[],['culturele assimilatie'],,
940,westerse,Q478958,westerse cultuur,['Europoese beschaving'],,[],['cultuur'],,
941,westerse,Q100341852,Westerse beeldvorming over niet-westerse culturen van 1880-2002,,['Tentoonstelling uit 2002'],['tijdelijke tentoonstelling'],[],,
942,westerse,Q101103763,oriëntalisme,,westerse politieke ideologie die het Oosten patroniserend aanschouwt,['politieke ideologie'],[],,
943,wit,Q6317517,Categorie:Mens en maatschappij in Wit-Rusland,,['Wikimedia-categorie'],['Wikimedia-onderwerpcategorie'],[],,
944,wit,Q163800,Veit Stoss,"['Veit Stoß', 'Wit Stwosz']",['Duits beeldhouwer (1448-1533)'],['mens'],[],,
945,wit,Q6933946,wit haar,,['haarkleur'],['menselijke haarkleur'],[],,
946,wit,Q17142367,Wit,['Wit (voornaam)'],['mannelijke voornaam'],['mannelijke voornaam'],[],,
947,wit,Q102358549,Blanks,['Simon de Wit'],['Nederlands muzikant en youtuber'],['mens'],[],,
948,wit,Q52821052,Eddie Dewit,['Geert De Wit'],['uitvoerend kunstenaar'],['mens'],[],,
949,wit,Q3919972,,,wetenschapper uit Wit-Russische Socialistische Sovjetrepubliek,['mens'],[],,
950,wit,Q3920076,,,wetenschapper uit Wit-Russische Socialistische Sovjetrepubliek (1938-2011),['mens'],[],,
951,wit,Q34970774,,,wetenschapster uit Wit-Russische Socialistische Sovjetrepubliek (1947-2021),['mens'],[],,
952,wit,Q26244420,,,wetenschapper uit Wit-Russische Socialistische Sovjetrepubliek (1946-2016),['mens'],[],,
953,wits,Q2098197,University wits,,,['groep mensen'],[],,
954,wits,Q339211,Herman Witsius,"['H. Wits', 'H. Witsius']",['Nederlands theoloog (1636-1708)'],['mens'],[],,
955,wits,Q3602344,A Battle of Wits,,['korte stomme film uit Verenigde Staten van Amerika'],['korte film'],[],,
956,wits,Q114757596,"Portret van Hermannus Witsius - Herman Wits (1636-1708), hoogleraar Godgeleerdheid 1680-1698 te Utrecht; voordien hoogleraar te Franeker; nadien hoogleraar te Leiden",,,['schilderij'],[],,
957,wits,Q20899656,WITS Academy,['WITS Academie'],['televisieserie uit Verenigde Staten van Amerika'],"['televisieserie', 'sitcom']",[],,
958,wits,Q49090665,Wits End,,['berg in Verenigde Staten van Amerika'],['berg'],[],,
959,wits,Q19012382,Dominee Harm Wits Hundlingiuspad,,"['straat in Schiermonnikoog, Nederland']",['straat'],[],,
960,wits,Q110854957,Wits,,['achternaam'],['familienaam'],[],,
961,wits,Q114757109,Portret van Herman Wits (1636-1708),,,['schilderij'],[],,
962,wits,Q857048,Bidvest Wits,['Wits University FC'],['voetbalclub uit Zuid-Afrika'],['voetbalclub'],[],,
963,witste,Q23414911,Rich Benjamin: Mijn roadtrip door de witste gemeenten van Amerika,,,['TED Women talk'],[],whitest,True
964,witte,Q235155,blanken,['witte mensen'],['term voor mensen met zichtbare Europese oorsprong'],['menselijk ras'],['mens'],race,True
967,witte,Q20931979,De Witte van Zichem,"['Lewie', 'Ludovicus Verheyden']",,"['fictief mens', 'personage uit literatuur']",[],,
968,witte,Q113457800,Monk,['Sascha Witte'],,['mens'],[],,
969,witte,Q55677536,Bertram A. Th. Weihs,['Bertram Witte'],['illustrator'],['mens'],[],,
970,witte,Q2436251,Kate Witte,,['personage uit Voetbalvrouwen'],"['fictief mens', 'personage uit televisieprogramma']",[],,
971,witte,Q6674339,witte wieven,['Wit wief'],,['groep van mythische wezens'],[],,
972,witte,Q379691,Romualdus,"['Camaldulenzen', 'Congregatio Camaldulensis Ordinis Sancti Benedicti', 'Witte Benedictijnen', 'Camaldulenzers', 'Romuald van Ravenna']",,['mens'],[],,
973,witte,Q2739359,Arnold Scholten,['Witte socrates'],['Nederlands voetballer'],['mens'],[],,
974,witte,Q66000947,Witte raaf,,['zeldzame verschijning'],['uitdrukking'],[],,
975,witte,Q5871,witte dwerg,,,"['spectraalklasse', 'sterevolutie', 'astronomisch objecttype', 'fysische theorie']",['dwergster'],,
976,witten,Q152538,Witte emigrant,['Witten'],['een deel van de Russische bevolking dat de Russische revolutie niet heeft geaccepteerd'],['emigratie'],[],,
977,witten,Q2024947,Johan IV Corsselaar van Wittem,"['Johan IV Corsselaar van Witten Graaf van Zeebrugge, Baron van Boutersem']",['politicus'],['mens'],[],,
978,witten,Q8028561,Witten Towhead,,['eiland in  Verenigde Staten van Amerika'],['riviereiland'],[],,
979,witten,Q104309,Witten,['Witte Leger'],['leger'],['politieke factie'],[],,
980,witten,Q1970937,Elbschebach Witten Bommerholz,,['natuurgebied in Duitsland'],"['Naturschutzgebiet', 'beschermd gebied']",[],,
981,witten,Q1971279,Ruhraue Witten-Gedern,,['natuurgebied in Duitsland'],"['Naturschutzgebiet', 'beschermd gebied']",[],,
982,witten,Q28092711,Stilleven in witten,,['schilderij van J. van Tongeren'],['schilderij'],[],,
983,witten,Q2554868,DB Werk Oberbaustoffe Witten,,['organisatie uit Duitsland'],"['organisatie', 'fabriek']",[],,
984,witten,Q2586698,Heven,,"deel van Witten, Duitsland",['Ortsteil'],[],,
985,witten,Q114759720,Compositie in gebroken witten,,['schilderij van Hans Hamers'],['schilderij'],[],,
986,witter,Q13472652,Pacey Witter,,['fictief mens van Kevin Williamson'],"['fictief mens', 'personage uit televisieprogramma']",[],,
987,witter,Q8028582,"Witter Springs, California",,['nederzetting in Verenigde Staten van Amerika'],['woonplaats'],[],,
988,witter,Q60283974,F.C. Zwanenburg,"['Witter & Zwanenburg', 'fotostudio Witter & Zwanenburg', 'fotostudio W. & Zwanenburg', 'W. & Zwanenburg']",['fotograaf'],['mens'],[],,
989,witter,Q49090671,Witter Point,,['berg in Verenigde Staten van Amerika'],['berg'],[],,
990,witter,Q143458,bleken,,methode om tanden witter te maken,[],"['proces', 'cosmetische tandheelkunde']",,
991,witter,Q34821551,Witter Hill,,['berg in Verenigde Staten van Amerika'],['berg'],[],,
992,witter,Q49090669,Witter Peak,,['berg in Verenigde Staten van Amerika'],['berg'],[],,
993,witter,Q49699317,Witter Ridge,,"['heuvel in Idaho County, Verenigde Staten van Amerika']",['heuvel'],[],,
994,witter,Q2567101,Witter dan wit,,['stripalbum uit de serie van De Kiekeboes'],"['stripalbum', 'stripverhaal']",[],,
995,witter,Q16920528,Witter,,['achternaam'],['familienaam'],[],,
996,wittere,Q50430362,bleekmiddel voor tanden,,chemische stoffen die worden gebruikt om pigmenten in tanden te oxideren en zo wittere tanden te krijgen,[],['bleekloog'],,
997,zigeuner,Q76475,zigeuner,,"['als denigrerend beschouwde naam voor de Roma/Jenische, soms ook spreekwoordelijk gebruikt']","['inwonersnaam', 'pejoratief', 'overkoepelende term']",[],,
998,zigeuner,Q110158779,Romani architectuur,['Zigeuner architectuur'],['bouwstijl ontwikkeld door de Kalderash'],['architectuurstijl'],['eclecticisme'],,
999,zigeuner,Q55019122,Цыгане / Zigeuner,,['opera-personage uit Aleko'],"['opera-personage', 'fictief mens']",[],,
1000,zigeuner,Q55052118,Zigeuner,,['opera-personage uit Manru'],"['opera-personage', 'fictief mens']",[],,
1001,zigeuner,Q55019110,Молодой цыган / ein junger Zigeuner,,['opera-personage uit Aleko'],"['opera-personage', 'fictief mens']",[],,
1002,zigeuner,Q106323577,"Zigeuner, maar de mooiste",,['boek van Kristian Novak'],['boek'],[],,
1003,zigeuner,Q55001769,ein alter Zigeuner,,['opera-personage uit Il trovatore'],"['opera-personage', 'fictief mens']",[],,
1004,zigeuner,Q2163446,De arme zigeuner en de koopman,,,['volksverhaal'],[],,
1005,zigeuner,Q22256229,Planche du tzigane [Plaat met de zigeuner],,['ets van Félicien Rops (MSK Gent 2011-FW-2)'],"['prent', 'ets']",[],,
1006,zigeuner,Q22256221,Planche du tzigane [Plaat met de zigeuner],,['ets van Félicien Rops'],"['prent', 'ets']",[],,
1007,zigeuners,Q100340717,"Er wonen een heleboel mensen in Nederland, over Turken, Surinamers, Zigeuners en Nederlanders: de multiculturele samenleving die Nederland aan het worden is",,['Tentoonstelling uit 1981'],['tijdelijke tentoonstelling'],[],,
1008,zigeuners,Q371762,Jenische,['Witte Zigeuners'],['semi-nomadische etnische groep in Europa'],['etnische groep'],[],,
1009,zigeuners,Q117571,Zigeunervervolging,"['Samudaripen', 'Vernietiging van de zigeuners tijdens de Tweede Wereldoorlog', 'Porajmos', 'Vernietiging van de Roma tijdens de Tweede Wereldoorlog', 'Vervolging van de zigeuners tijdens de Tweede Wereldoorlog', 'Porrajmos', 'Roma-vervolging in het Derde Rijk']",,"['massamoord', 'genocide']",[],,
1010,zigeuners,Q106133380,Voyageurs,"['Woonwagenbewoners', 'Zigeuners']",['Belgische nomadische etnische groep'],"['etnische groep', 'sociale groep']","['Vlamingen', 'Sinti']",,
1011,zigeuners,Q50308628,Landschap met jagers bij een groep zigeuners,,['schilderij door Philips Wouwerman'],['schilderij'],[],,
1012,zigeuners,Q61863123,Heuvellandschap met ruiters en vissers bij een bruggetje en een groepje zigeuners rond een vuur,,['schilderij door Philips Wouwerman'],['schilderij'],[],,
1013,zigeuners,Q5455956,De Vijf en het geheim van de zigeuners,,['boek van Enid Blyton'],['literair werk'],[],,
1014,zigeuners,Q64446226,"Landschap met wandelaars en zigeuners bij een dorp, 1624 gedateerd",,['schilderij door Jan van Goyen'],['schilderij'],[],,
1015,zigeuners,Q21619572,Zigeuners,,['schilderij van Constant Wauters'],['schilderij'],[],,
1016,zigeuners,Q4344708,Monument voor de gedeporteerde zigeuners,['Monument voor de gedeporteerde zigeuners (Beek)'],['Beek'],"['oorlogsmonument', 'sculptuur']",[],,
1017,zuid-rhodesië,Q750583,Zuid-Rhodesië,['Zuid-Rhodesie'],['in Afrika gelegen Britse kolonie met zelfbestuur (1923-1980)'],"['kroonkolonie', 'kolonie']",[],southern rhodesia,True
1018,zuid-rhodesië,Q6380582,Kayisa Ndiweni,,politicus uit Zuid-Rhodesië (1913-2010),['mens'],[],,
1019,zuid-rhodesië,Q145425,Zuid-Rhodesië op de Olympische Zomerspelen 1928,['Zuid-Rhodesie op de Olympische Zomerspelen 1928'],,['land op de Olympische Spelen'],[],,
1020,zuid-rhodesië,Q2448416,Zuid-Rhodesië op de Olympische Zomerspelen 1960,['Zuid-Rhodesie op de Olympische Zomerspelen 1960'],,['land op de Olympische Spelen'],[],,
1021,zuid-rhodesië,Q2583467,Zuid-Rhodesië op de Olympische Zomerspelen 1964,['Zuid-Rhodesie op de Olympische Zomerspelen 1964'],,['land op de Olympische Spelen'],[],,
1022,zuid-rhodesië,Q8497313,Categorie:Gouverneur van Zuid-Rhodesië,,['Wikimedia-categorie'],['Wikimedia-categorie'],[],,
1023,zuid-rhodesië,Q1425676,,,politieke partij uit Zuid-Rhodesië,['politieke partij'],[],,
1024,zuid-rhodesië,Q41978630,Categorie:VN-resolutie over de weigering van sommige landen om de sancties tegen Zuid-Rhodesië in te stellen,,['Wikimedia-categorie'],['Wikimedia-categorie'],[],,
1025,zuid-rhodesië,Q83689634,N. H. Wilson,,journalist uit Zuid-Rhodesië (1886-1960),['mens'],[],,
1026,zuid-rhodesië,Q18729864,Shabani Primary School,,basisschool in  Zuid-Rhodesië,['basisschool'],[],,
1027,zwart,Q1130557,neger,"['negroide ras', 'negers', 'negroïde ras', 'negroide', 'negerinnen', 'nigga', 'negroïde', 'negerin']",historische term voor zwart persoon,['inwonersnaam'],[],,
1028,zwart,Q1922956,zwart haar,['zwart (haarkleur)'],['haarkleur'],['menselijke haarkleur'],[],,
1029,zwart,Q18434892,Saskia Boelsums,"['Saskia Zwart-Boelsums', 'S. Zwart-Boelsums']",['Nederlands fotografe (1960 – )'],['mens'],[],,
1030,zwart,Q4922530,blackamoor,,"beelden van een jonge zwart Afrikaanse persoon, vaak afgebeeld als hoofd of buste",[],['sculptuur'],,
1031,zwart,Q17339881,Zwart paard door een stalknecht geleid,,['schilderij van anoniem'],['schilderij'],[],,
1032,zwart,Q27986404,"Portret van een man met zwart haar, waarschijnlijk Alphons Zeffiri",,['schilderij van Christoph Paudiß'],['schilderij'],[],,
1033,zwart,Q2495957,ekster,,vogel met herkenbaar zwart-wit verenkleed,['klasse van organismen bekend onder één bepaalde gemeenschappelijke naam'],[],,
1034,zwart,Q114707617,Dame in een badstoel met spelend kindje aan het strand,,schilderij van Willem de Zwart (1862-1931),['schilderij'],[],,
1035,zwart,Q114770019,"Portret van een vrouw in het zwart gekleed, met hoed met veren",,['schilderij van Leo Gestel'],['schilderij'],[],,
1036,zwart,Q27033618,"Zwart paard met witte bles en witte rechterachtervoet, achtergrond toren Akkrum",,['schilderij van anonieme schilder'],['schilderij'],[],,
1037,zwarte,Q817393,zwarten,"['zwarte', 'zwarte mensen']",,['menselijk ras'],['gekleurde'],black,True
1039,zwarte,Q28648434,zwarte Ewald,,"['Heilige, broer van witte Ewald']",['mens'],[],,
1040,zwarte,Q734967,Georgios Karaiskakis,['Kara-Iskaki  (zwarte Jacob)'],['soldaat uit Griekenland (1782-1827)'],['mens'],[],,
1041,zwarte,Q83472612,Allegorie op de smaak met een jonge man in een zwarte jas met een pasglas in de hand,,['schilderij door Petrus Staverenus'],['schilderij'],[],,
1042,zwarte,Q107094905,Adam Meyer,"['De Zwarte Hen', 'Adam Meyer']",['boek- en papierverkoper Adam Meyer op de Voorburgwal over de onvolmaakte Tooren in de Zwarte Hen'],['mens'],[],,
1043,zwarte,Q49836450,Taferelen uit het leven van de jager: landschap met apen door twee zwarte mannen bespied,,['schilderij door Paulus Potter'],['schilderij'],[],,
1044,zwarte,Q1731818,De zwarte man,['Wie is er bang voor de zwarte man?'],['Traditioneel Duits vangspel voor kinderen'],['kinderspel'],[],,
1045,zwarte,Q114770054,Vrouw met hoed en zwarte mantel,,['schilderij van Leo Gestel'],['schilderij'],[],,
1046,zwarte,Q31083,Wilma Rudolph,"['Wilma Glodean Rudolph', 'Zwarte gazelle']",['Amerikaans sprintster (1940-1994)'],['mens'],[],,
1047,zwarte,Q5976,Zwarte dwerg,,,['hypothetisch hemellichaam'],['witte dwerg'],,
1048,zwarten,Q817393,zwarten,"['zwarte', 'zwarte mensen']",,['menselijk ras'],['gekleurde'],black,True
1050,zwarten,Q59621283,Land van de Zwarten,,['dorp'],['dorp'],[],,
1051,zwarten,Q3342759,Zwarten in Nazi-Duitsland,,,[],"['vervolging', 'racisme']",,
1052,zwarten,Q110541173,Zonder titel (die zwarten en blanken),,['collage van Jef Diederen uit 1943'],['collage'],[],,
1053,zwarten,Q548465,chemisch zwarten,,,['proces'],[],,
1054,zwarten,Q209703,Soedan,"['Bilâd as-sûdân', 'Bilad el-Sudan', 'Bilad el-Soedan', 'Bilad-al-Soedan', 'Bilad as-sudan', 'De Soedan', 'Land van de zwarten', 'Bilad as sudan', 'Bilad al-Sudan']",['regio'],['regio'],[],,
1055,zwarten,Q743223,Roots: Wij zwarten,,['boek van Alex Haley'],['literair werk'],[],,
1056,zwarts,Q1770841,Regulus Zwarts,"['R.A.B.', 'Regulus Arcturus Zwarts']",['personage uit Harry Potter'],"['tovenaar in de wereld van Harry Potter', 'personage uit literatuur', 'fictief mens']",[],,
1057,zwarts,Q1263791,Firminus Nigellus Zwarts,"['Firminus Nigellus', 'Firminus Zwarts']",['personage uit Harry Potter'],"['tovenaar in de wereld van Harry Potter', 'personage uit literatuur']",[],,
1058,zwarts,Q3278614,Andromeda Tops,"['Andromeda Zwarts', 'Andromeda Tops-Zwarts']",['personage uit Harry Potter'],"['tovenaar in de wereld van Harry Potter', 'personage uit literatuur']",[],,
1059,zwarts,Q1250338,Narcissa Malfidus,"['Narcissa Zwarts', 'Narcissa Malfidus-Zwarts']",['personage uit Harry Potter'],"['tovenaar in de wereld van Harry Potter', 'personage uit literatuur', 'personage uit film']",[],,
1060,zwarts,Q804258,Familie Zwarts,['Zwarts'],['personage uit Harry Potter'],['familie uit de Harry Potter-cyclus'],[],,
1061,zwarts,Q713701,Sirius Zwarts,"['Sirius Black', 'Sluipvoet', 'Sirius Swarts']",['personage uit Harry Potter'],"['Faunaat', 'tovenaar in de wereld van Harry Potter', 'personage uit literatuur', 'personage uit film']",[],,
1062,zwarts,Q1057918,Bellatrix van Detta,"['Bellatrix Zwarts', 'Bellatrix Van Detta-Zwarts']",['personage uit Harry Potter'],"['tovenaar in de wereld van Harry Potter', 'personage uit literatuur', 'personage uit film']",[],,
1063,zwarts,Q16856359,Zwarts,,['achternaam'],"['familienaam', 'Übername']",[],,
1064,zwarts,Q42496007,,,boek van Leo Zwarts,['literair werk'],[],,
1065,zwarts,Q113340868,portret Jacob Zwarts,,['schilderij van Hendrik Johannes Schellevis (1913-2011)'],['schilderij'],[],,
