,term,QID,wd_bow,cs_wm_only
134188,calcutta,Q3198467,"['kolkata', 'metropolitan', 'development', 'authority', 'government', 'agency', 'metropolitan', 'development', 'authority', 'development', 'authority', 'west', 'bengal', 'india']",0.753
134242,calcutta,Q51467152,"['echinoderma', 'indian', 'museum', 'collected', 'royal', 'indian', 'marine', 'survey', 'ship', 'order', 'trustee', 'indian', 'university', 'library', 'university', 'illinois', 'urbana', 'champaign', 'view', 'book']",0.7509999999999999
133621,calcutta,Q17986212,"['unincorporated', 'community', 'united', 'state', 'indiana', 'human', 'settlement', 'united', 'state', 'america']",0.7509999999999999
134122,calcutta,Q16345168,"['durga', 'puja', 'kolkata', 'religious', 'festival', 'durga', 'puja', 'west', 'bengal', 'durga', 'puja', 'durga', 'puja', 'celebration', 'city', 'kolkata']",0.748
134129,calcutta,Q18379789,"['kolkata', 'leather', 'complex', 'factory', 'complex', 'leather', 'complex', 'planned', 'industrial', 'town', 'west', 'bengal', 'india']",0.748
48886,caucasian,Q65353181,"['difference', 'ovarian', 'reserve', 'marker', 'vitamin', 'infertile', 'indian', 'arabian', 'population', 'clinical', 'trial', 'clinical', 'trial']",0.853
49182,caucasian,Q64677140,"['trial', 'investigating', 'possible', 'difference', 'development', 'type', 'diabetes', 'japanese', 'subject', 'clinical', 'trial', 'clinical', 'trial']",0.852
48704,caucasian,Q3832962,"['pontic', 'pontic', 'language', 'proposed', 'language', 'macrofamily', 'comprising', 'indo', 'european', 'northwest', 'language', 'family']",0.845
48551,caucasian,Q1152826,"['armenoid', 'race', 'according', 'racial', 'anthropology', 'early', 'century', 'subtype', 'race', 'centered', 'northern', 'part', 'western', 'asia']",0.838
48843,caucasian,Q65090850,"['hunter', 'gatherer', 'anatomically', 'modern', 'human', 'genetic', 'lineage', 'identified']",0.8340000000000001
49142,caucasian,Q29008195,"['cutaneous', 'response', 'topical', 'methyl', 'nicotinate', 'black', 'oriental', 'subject', 'report', 'final', 'grant', 'report', 'published']",0.8320000000000001
49082,caucasian,Q106949347,"['inherited', 'proto', 'northeast', 'wikimedia', 'category', 'wikimedia', 'category']",0.831
49185,caucasian,Q64725228,"['bridging', 'trial', 'comparing', 'sugammadex', 'org', 'reappearance', 'japanese', 'part', 'japanese', 'participant', 'clinical', 'trial', 'clinical', 'trial']",0.8290000000000001
48892,caucasian,Q65470762,"['bridging', 'trial', 'comparing', 'sugammadex', 'org', 'reappearance', 'japanese', 'part', 'participant', 'clinical', 'trial', 'clinical', 'trial']",0.8290000000000001
48910,caucasian,Q7129609,"['race', 'human', 'categorization', 'human', 'caucasoid', 'europid', 'white', 'person', 'white', 'people', 'outdated', 'classification', 'human']",0.828
48400,caucasians,Q113887704,"['investigating', 'effect', 'ocrelizumab', 'african', 'american', 'caucasian', 'relapsing', 'multiple', 'sclerosis', 'clinical', 'trial', 'clinical', 'trial']",0.815
48401,caucasians,Q11904743,"['albans', 'caucasian', 'isolated', 'human', 'group']",0.7859999999999999
48406,caucasians,Q64640900,"['genetics', 'periodontal', 'disease', 'european', 'caucasian', 'clinical', 'trial', 'clinical', 'trial']",0.777
48408,caucasians,Q64673661,"['single', 'dose', 'trial', 'healthy', 'caucasian', 'japanese', 'subject', 'investigating', 'pharmacokinetics', 'somatropin', 'clinical', 'trial', 'clinical', 'trial']",0.7490000000000001
48411,caucasians,Q65317205,"['spirulina', 'supplementation', 'cardiovascular', 'risk', 'obese', 'caucasian', 'treated', 'hypertension', 'clinical', 'trial', 'clinical', 'trial']",0.7490000000000001
48403,caucasians,Q2680223,"['abkhazian', 'african', 'descent', 'ethnic', 'group', 'afro', 'abkhazian', 'african', 'caucasian', 'community', 'racial', 'ethnic', 'group', 'people', 'abkhazia', 'african', 'ancestry']",0.7240000000000001
48410,caucasians,Q65316005,"['laser', 'speckle', 'flowgraphy', 'age', 'dependence', 'comparison', 'doppler', 'optical', 'coherence', 'tomography', 'clinical', 'trial', 'clinical', 'trial']",0.715
48407,caucasians,Q64650434,"['bm', 'daclatasvir', 'plus', 'peg', 'interferon', 'alfa', 'ribavirin', 'treatment', 'naive', 'black', 'african', 'american', 'latino', 'white', 'caucasian', 'hepatitis', 'c', 'clinical', 'trial', 'clinical', 'trial']",0.696
48405,caucasians,Q64336553,"['angle', 'closure', 'glaucoma', 'caucasian', 'clinical', 'trial', 'clinical', 'trial']",0.6920000000000001
48409,caucasians,Q64792625,"['pk', 'bdp', 'ff', 'gb', 'single', 'inhaler', 'triple', 'therapy', 'japanese', 'caucasian', 'clinical', 'trial', 'clinical', 'trial']",0.624
108738,colored,Q1627085,"['honey', 'color', 'color', 'brown', 'honey', 'color', 'honey', 'similar', 'color', 'amber']",0.797
110420,colored,Q111734197,"['dorothy', 'dorothy', 'photograph', 'collection', 'black', 'white', 'photographic', 'print', 'negative', 'well', 'transparency', 'dorothy', 'dorothy', 'approximately']",0.792
108823,colored,Q3402019,"['llauto', 'llautu', 'llawthu', 'outfit', 'ruling', 'sapa', 'variety', 'turban', 'colour', 'tahuantinsuyo', 'traditionally', 'woven', 'wool', 'vicuña', 'different', 'stripe', 'wool', 'called', 'maskapaycha', 'symbol', 'quriqinqi']",0.778
108801,colored,Q2722041,"['copper', 'color', 'color', 'copper', 'color', 'copper', 'colour', 'copper', 'copper', 'coloured', 'reddish', 'brown', 'color']",0.775
108685,colored,Q110699729,"['square', 'one', 'black', 'white', 'space', 'chessboard']",0.774
108955,colored,Q87069490,"['ombré', 'sombré', 'hair', 'technique', 'multicoloured', 'hair', 'hair', 'coloring', 'gradient', 'hair', 'gradient', 'coloured', 'hair', 'ombré', 'ombre', 'hair', 'sombré', 'shatush', 'blending', 'one', 'hair', 'color', 'hue', 'another', 'usually', 'moving', 'tint', 'shade', 'light', 'dark']",0.767
108751,colored,Q1786363,"['tonalism', 'century', 'u', 'artistic', 'movement', 'using', 'landscape', 'atmosphere', 'mist', 'often', 'gray', 'brown', 'blue']",0.763
108798,colored,Q2674257,"['white', 'rice', 'polished', 'rice', 'milled', 'rice', 'rice', 'brownish', 'hull', 'polished', 'leaving', 'white']",0.762
108870,colored,Q599820,"['muumuu', 'loose', 'dress', 'usually', 'brightly', 'patterned', 'worn', 'especially', 'hawaiian', 'woman', 'housecoat']",0.7609999999999999
108779,colored,Q2305997,"['calico', 'cat', 'calico', 'cat', 'tortoiseshell', 'white', 'domestic', 'cat', 'spotted', 'partly', 'coat', 'predominantly', 'white']",0.76
36558,coolie,Q548135,"['occupation', 'worker', 'labourer', 'asia']",0.82
36563,coolie,Q99950019,"['chinese', 'drawing', 'chinese', 'worker', 'drawing', 'leonard', 'richmond']",0.753
36542,coolie,Q110626609,"['prohibition', 'traffic', 'portuguese', 'government', 'image', 'work']",0.6779999999999999
36546,coolie,Q2996542,"['coolitude', 'term', 'cultural', 'interaction', 'indian', 'chinese', 'diaspora']",0.616
36550,coolie,Q4774147,"['anti', 'act', 'act', 'congress', 'united', 'state', 'anti', 'act', 'u', 'law', 'imposed', 'tax', 'chinese', 'immigrant', 'favor', 'white', 'laborer']",0.613
36555,coolie,Q50902692,"['ship', 'painting', 'painting', 'chinese', 'school', 'century']",0.5920000000000001
36549,coolie,Q4036526,"['itch', 'acarodermatitis', 'medical', 'condition']",0.5820000000000001
36547,coolie,Q33060641,"['begar', 'movement', 'movement']",0.569
36548,coolie,Q3568519,"['william', 'cooley', 'human', 'william', 'florida', 'pioneer']",0.5660000000000001
36556,coolie,Q50902731,"['ship', 'gale', 'painting', 'painting', 'chinese', 'school', 'century']",0.565
36540,coolies,Q99621558,"['becoming', 'rethinking', 'origin', 'indian', 'labour', 'diaspora', 'research', 'grant', 'research', 'project', 'ahrc', 'research', 'grant']",0.713
36535,coolies,Q107804051,"['foochow', 'methodist', 'church', 'methodist', 'church', 'building', 'established', 'congregation', 'comprising', 'rickshaw', 'puller', 'cooly', 'barber', 'foochow']",0.602
36532,coolies,Q106812584,"['chinese', 'cooly', 'demolishing', 'building', 'drawing', 'drawing', 'george', 'chinnery']",0.5710000000000001
36531,coolies,Q106784619,"['group', 'seven', 'cooly', 'gambling', 'drawing', 'drawing', 'george', 'chinnery']",0.531
36533,coolies,Q106812587,"['chinese', 'cooly', 'reading', 'proclamation', 'drawing', 'drawing', 'george', 'chinnery']",0.526
36538,coolies,Q59725091,"['cooly', 'district', 'electoral', 'division', 'electoral', 'district', 'county', 'kerry', 'ireland']",0.5
36537,coolies,Q23758885,"['cooly', 'round', 'food', 'stall', 'painting', 'painting', 'george', 'chinnery']",0.467
36536,coolies,Q114655389,"['fight', 'cooly', 'drawing']",0.423
36526,coolies,Q104308634,"['scartlea', 'townland', 'cooly', 'county', 'kerry', 'ireland']",0.413
36527,coolies,Q104308663,"['faghbane', 'townland', 'cooly', 'county', 'kerry', 'ireland']",0.413
50007,descent,Q1321675,"['complementary', 'distribution', 'linguistic', 'phenomenon', 'phoneme', 'found', 'case', 'others', 'found', 'similar', 'different', 'often', 'indicating', 'sound', 'change', 'divergent', 'mutual']",0.7859999999999999
54633,descent,Q16950364,"['maltese', 'egypt', 'take', 'strong', 'exception', 'maltese', 'egyptian', 'definitely', 'recognised', 'even', 'egyptian', 'government', 'british', 'subject', 'maltese']",0.762
49321,descent,Q110719661,"['rare', 'variant', 'method', 'identity', 'detection', 'sequence', 'data', 'time', 'recent', 'common', 'ancestor', 'given', 'identity', 'segment', 'length', 'written', 'work', 'thesis', 'thesis', 'steven', 'mason', 'foltz', 'university', 'washington']",0.754
49628,descent,Q333018,"['common', 'theory', 'ancestor', 'root', 'node', 'shared', 'ancestry', 'organism', 'different', 'specie']",0.747
49772,descent,Q640624,"['areal', 'feature', 'linguistic', 'feature', 'arising', 'language', 'contact', 'rather', 'common']",0.745
49301,descent,Q1075815,"['evidence', 'common', 'common', 'evidence', 'evelution', 'evidence', 'demonstrating', 'life', 'earth', 'come', 'single', 'ancestor']",0.727
51206,descent,Q56457535,"['relation', 'imperfect', 'functioning', 'testis', 'imperfect', 'doctoral', 'thesis', 'doctoral', 'thesis']",0.7170000000000001
50680,descent,Q5263736,"['antiquity', 'process', 'establishing', 'generation', 'generation', 'living', 'person']",0.715
49944,descent,Q110141857,"['distributed', 'method', 'optimal', 'profile', 'thesis', 'written', 'work', 'thesis', 'geun', 'kim', 'university', 'washington']",0.713
54791,descent,Q64335784,"['study', 'investigate', 'palbociclib', 'pd', 'pharmacokinetics', 'healthy', 'subject', 'japanese', 'relative', 'healthy', 'non', 'asian', 'subject', 'determine', 'change', 'palbociclib', 'dose', 'result', 'proportional', 'change', 'palbociclib', 'plasma', 'clinical', 'trial', 'clinical', 'trial']",0.7120000000000001
71899,developing nation,Q99062617,"['provincial', 'highland', 'architectural', 'style', 'colonial', 'latin', 'american', 'architecture', 'style', 'architectural', 'style', 'southern', 'chiapas', 'mexico', 'southern', 'guatemala', 'honduras', 'western', 'el', 'salvador']",
71900,developing nations,Q99062617,"['provincial', 'highland', 'architectural', 'style', 'colonial', 'latin', 'american', 'architecture', 'style', 'architectural', 'style', 'southern', 'chiapas', 'mexico', 'southern', 'guatemala', 'honduras', 'western', 'el', 'salvador']",
70793,disabled,Q16649002,"['person', 'visual', 'disability', 'person', 'disability', 'person', 'visual', 'impairment', 'people', 'visual', 'impairment', 'people', 'visual', 'disability', 'visually', 'impaired', 'person', 'visually', 'impaired', 'people', 'visually', 'impaired', 'person', 'person', 'visual', 'disability', 'person', 'visual', 'impairment', 'person', 'visual', 'disability', 'person', 'visual', 'disability', 'people', 'visual', 'disability', 'visually', 'person', 'visually', 'visually', 'person', 'visually', 'people', 'partially', 'seeing', 'person', 'partially', 'seeing', 'person', 'partially', 'seeing', 'people', 'partially', 'sighted', 'person', 'partially', 'sighted', 'person', 'partially', 'sighted', 'people', 'visually', 'handicapped', 'visually', 'handicapped', 'person', 'visually', 'handicapped', 'person', 'visually', 'handicapped', 'people', 'person', 'visual', 'handicap', 'person', 'visual', 'handicap', 'person', 'visual', 'handicap', 'person', 'visual', 'handicap', 'people', 'visual', 'handicap', 'people', 'visual', 'handicap', 'person', 'loss', 'vision', 'impact', 'activity', 'daily', 'living']",0.889
70986,disabled,Q884271,"['blindness', 'education', 'special', 'education', 'typhlology', 'blind', 'education', 'education', 'blind', 'tyflopedagogics', 'education', 'blind', 'education', 'visually', 'education', 'student', 'manner', 'vision', 'impairment', 'address', 'difference', 'individual', 'need']",0.8590000000000001
70783,disabled,Q15978181,"['person', 'disability', 'person', 'people', 'person', 'people', 'disability', 'handicapped', 'person', 'person', 'person', 'disability', 'person', 'physical', 'mental', 'disability', 'affect', 'limit', 'activity', 'daily', 'living', 'may', 'require', 'special', 'accommodation']",0.848
71371,disabled,Q20860129,"['housing', 'handicapped', 'housing', 'housing', 'housing', 'handicapped', 'housing', 'physically', 'handicapped', 'housing', 'concept', 'functional', 'concept', 'general', 'associated', 'concept', 'associated', 'concept', 'facet']",0.846
70928,disabled,Q69948768,"['child', 'person', 'disability', 'child', 'child', 'handicapped', 'child', 'handicapped', 'child', 'child', 'disability', 'child', 'mental', 'physical', 'disability', 'interfere', 'usual', 'activity', 'daily', 'living']",0.8420000000000001
71468,disabled,Q5417486,"['every', 'child', 'matter', 'organization', 'disability', 'right', 'organization', 'organization']",0.841
70724,disabled,Q105974436,"['disability', 'climate', 'change', 'principle', 'climate', 'change', 'disability', 'effect', 'climate', 'change', 'intersectional', 'topic', 'related', 'effect', 'climate', 'change', 'disability']",0.841
71622,disabled,Q92273135,"['balanced', 'reach', 'training', 'platform', 'address', 'balance', 'disorder', 'older', 'neurologically', 'veteran', 'clinical', 'trial', 'clinical', 'trial']",0.835
71800,disabled,Q67527673,"['healthy', 'worker', 'effect', 'sampling', 'bias', 'observed', 'worker', 'usually', 'exhibit', 'overall', 'death', 'rate', 'lower', 'general', 'population', 'since', 'severely', 'ill', 'may', 'excluded', 'employment']",0.8340000000000001
71211,disabled,Q108735754,"['beyond', 'least', 'restrictive', 'constitutional', 'right', 'treatment', 'mentally', 'person', 'community', 'article']",0.831
59187,discover,Q8546951,"['wikimedia', 'category', 'wikimedia', 'category']",
155243,dwarf,Q97788366,"['vauxhall', 'grotesque', 'border', 'room', 'hall', 'print', 'print', 'thomas', 'rowlandson', 'met']",
155239,dwarfer,Q97788366,"['vauxhall', 'grotesque', 'border', 'room', 'hall', 'print', 'print', 'thomas', 'rowlandson', 'met']",
155242,dwarfest,Q97788366,"['vauxhall', 'grotesque', 'border', 'room', 'hall', 'print', 'print', 'thomas', 'rowlandson', 'met']",
155241,dwarfs,Q97788366,"['vauxhall', 'grotesque', 'border', 'room', 'hall', 'print', 'print', 'thomas', 'rowlandson', 'met']",
155240,dwarves,Q97788366,"['vauxhall', 'grotesque', 'border', 'room', 'hall', 'print', 'print', 'thomas', 'rowlandson', 'met']",
96580,eskimo,Q2268108,"['independence', 'ii', 'culture', 'independence', 'culture', 'independence', 'two', 'culture', 'paleo', 'culture', 'flourished', 'northeastern', 'greenland', 'bce', 'bce', 'north', 'south', 'independence', 'fjord']",0.868
96640,eskimo,Q3784315,"['kivalliq', 'dialect', 'inuvialuktun', 'kivallirmiutut', 'caribou', 'keewatin', 'kivalliq', 'dialect', 'dialect', 'eastern', 'canadian', 'inuktitut']",0.848
96653,eskimo,Q49637714,"['island', 'island', 'island', 'north', 'slope', 'borough', 'united', 'state', 'america']",0.84
96733,eskimo,Q641154,"['independence', 'culture', 'independence', 'culture', 'independence', 'one', 'culture', 'paleo', 'culture', 'people', 'lived', 'northern', 'greenland']",0.821
96568,eskimo,Q21550920,"['punuk', 'punuk', 'culture', 'pre', 'columbian', 'maritime', 'area', 'style', 'pre', 'columbian', 'western', 'style', 'culture', 'style', 'pre', 'columbian', 'north', 'american', 'style', 'pre', 'columbian', 'america']",0.8170000000000001
96728,eskimo,Q603749,"['dorset', 'culture', 'dorset', 'tradition', 'kalaallit', 'nunaat', 'paleo', 'culture', 'ce', 'preceded', 'inuit', 'arctic', 'north', 'america']",0.813
