term,QID,wd_bow,spacy_cs,check,link_wd
colored,Q312266,"curcumin, kacha, haldi, diferuloylmethane, turmeric, yellow, natural, yellow, natural, yellow, e, safran, tumeric, yellow, merita, earth, cucurmin, kurkumin, diferaloylmethane, hydroxy, methoxyphenylhepta, diene, dione, haidr, yo, kin, zlut, prirodni, hydrastis, halad, terra, merita, curcumin, hydroxy, methoxyphenyl, nonadiene, dione, turmeric, oleoresin, curcumin, souchet, hydroxy, methoxyphenyl, heptadiene, dione, ci, natural, yellow, yellow, root, halud, yellow, puccoon, haldar, gelbwurz, curcumin, chemical, compound, main, yellow, orange, pigment, active, principle, turmeric, curcuma",0.771,FALSE,https://www.wikidata.org/wiki/Q312266
coolie,Q548135,"occupation, worker, labourer, asia",0.843,TRUE,https://www.wikidata.org/wiki/Q548135
coolie,Q2996542,"coolitude, term, cultural, interaction, indian, chinese, diaspora",0.67,TRUE,https://www.wikidata.org/wiki/Q2996542
coolie,Q99950019,"chinese, drawing, chinese, worker, drawing, leonard, richmond",0.668,TRUE,https://www.wikidata.org/wiki/Q99950019
coolie,Q63225477,"chair, occupation, occupation",0.641,TRUE,https://www.wikidata.org/wiki/Q63225477
coolie,Q110626609,"prohibition, traffic, portuguese, government, image, work",0.616,TRUE,https://www.wikidata.org/wiki/Q110626609
coolie,Q50902692,"ship, painting, painting, chinese, school, century",0.602,TRUE,https://www.wikidata.org/wiki/Q50902692
coolie,Q50902731,"ship, gale, painting, painting, chinese, school, century",0.584,TRUE,https://www.wikidata.org/wiki/Q50902731
coolie,Q49713369,"spring, spring, spring, wallowa, county, oregon, united, state, america",0.552,FALSE,https://www.wikidata.org/wiki/Q49713369
coolie,Q33060641,"begar, movement, movement",0.519,TRUE,https://www.wikidata.org/wiki/Q33060641
coolie,Q3568519,"william, cooley, human, william, florida, pioneer",0.489,FALSE,https://www.wikidata.org/wiki/Q3568519
coolies,Q99621558,"becoming, rethinking, origin, indian, labour, diaspora, research, grant, research, project, ahrc, research, grant",0.602,TRUE,https://www.wikidata.org/wiki/Q99621558
coolies,Q107804051,"foochow, methodist, church, methodist, church, building, established, congregation, comprising, rickshaw, puller, cooly, barber, foochow",0.579,TRUE,https://www.wikidata.org/wiki/Q107804051
coolies,Q106812584,"chinese, cooly, demolishing, building, drawing, drawing, george, chinnery",0.554,TRUE,https://www.wikidata.org/wiki/Q106812584
coolies,Q106812587,"chinese, cooly, reading, proclamation, drawing, drawing, george, chinnery",0.519,TRUE,https://www.wikidata.org/wiki/Q106812587
coolies,Q23758885,"cooly, round, food, stall, painting, painting, george, chinnery",0.513,TRUE,https://www.wikidata.org/wiki/Q23758885
coolies,Q59725091,"cooly, district, electoral, division, electoral, district, county, kerry, ireland",0.504,FALSE,https://www.wikidata.org/wiki/Q59725091
coolies,Q106784619,"group, seven, cooly, gambling, drawing, drawing, george, chinnery",0.502,TRUE,https://www.wikidata.org/wiki/Q106784619
coolies,Q104308541,"cooly, townland, townland, cooly, county, kerry, ireland",0.482,FALSE,https://www.wikidata.org/wiki/Q104308541
coolies,Q114655389,"fight, cooly, drawing",0.476,TRUE,https://www.wikidata.org/wiki/Q114655389
coolies,Q104308681,"dromickbane, townland, cooly, county, kerry, ireland",0.472,FALSE,https://www.wikidata.org/wiki/Q104308681
descent,Q2905804,"unilineality, kinship, terminology, unilineality, system, determining, group, one, belongs, line, whereby, traced, either, exclusively, male, ancestor, patriline, exclusively, female, ancestor, matriline",0.92,TRUE,https://www.wikidata.org/wiki/Q2905804
descent,Q183905,"descendant, lineal, descendant, blood, relative, direct, line, collateral, descendant, relative, descended, sibling",0.903,TRUE,https://www.wikidata.org/wiki/Q183905
descent,Q19671714,"lineal, descendant, blood, relative, direct, line",0.894,TRUE,https://www.wikidata.org/wiki/Q19671714
descent,Q16039034,"ancestry, series, ancestor, lineage, compose, line, natural",0.891,TRUE,https://www.wikidata.org/wiki/Q16039034
descent,Q3277425,"bilateral, kinship, terminology, family, lineage, system",0.856,TRUE,https://www.wikidata.org/wiki/Q3277425
descent,Q333018,"common, theory, ancestor, root, node, shared, ancestry, organism, different, specie",0.853,TRUE,https://www.wikidata.org/wiki/Q333018
descent,Q110719661,"rare, variant, method, identity, detection, sequence, data, time, recent, common, ancestor, given, identity, segment, length, written, work, thesis, thesis, steven, mason, foltz, university, washington",0.853,FALSE,https://www.wikidata.org/wiki/Q110719661
descent,Q5988338,"identity, identical, nucleotide, sequence, due, inheritance, without, recombination, common, ancestor",0.846,FALSE,https://www.wikidata.org/wiki/Q5988338
descent,Q1075815,"evidence, common, common, evidence, evelution, evidence, demonstrating, life, earth, come, single, ancestor",0.845,FALSE,https://www.wikidata.org/wiki/Q1075815
descent,Q1321675,"complementary, distribution, linguistic, phenomenon, phoneme, found, case, others, found, similar, different, often, indicating, sound, change, divergent, mutual",0.824,FALSE,https://www.wikidata.org/wiki/Q1321675
disabled,Q15978181,"person, disability, person, people, person, people, disability, handicapped, person, person, person, disability, person, physical, mental, disability, affect, limit, activity, daily, living, may, require, special, accommodation",0.974,TRUE,https://www.wikidata.org/wiki/Q15978181
disabled,Q16649023,"mentally, person, person, disability, mentally, person, person, mental, disability",0.919,TRUE,https://www.wikidata.org/wiki/Q16649023
disabled,Q16649002,"person, visual, disability, person, disability, person, visual, impairment, people, visual, impairment, people, visual, disability, visually, impaired, person, visually, impaired, people, visually, impaired, person, person, visual, disability, person, visual, impairment, person, visual, disability, person, visual, disability, people, visual, disability, visually, person, visually, visually, person, visually, people, partially, seeing, person, partially, seeing, person, partially, seeing, people, partially, sighted, person, partially, sighted, person, partially, sighted, people, visually, handicapped, visually, handicapped, person, visually, handicapped, person, visually, handicapped, people, person, visual, handicap, person, visual, handicap, person, visual, handicap, person, visual, handicap, people, visual, handicap, people, visual, handicap, person, loss, vision, impact, activity, daily, living",0.906,TRUE,https://www.wikidata.org/wiki/Q16649002
disabled,Q110278262,"developmentally, person, group, human, person, disability, person, intellectual, disability",0.902,TRUE,https://www.wikidata.org/wiki/Q110278262
disabled,Q108735754,"beyond, least, restrictive, constitutional, right, treatment, mentally, person, community, article",0.9,TRUE,https://www.wikidata.org/wiki/Q108735754
disabled,Q5281201,"disability, pretender, person, behaves",0.884,TRUE,https://www.wikidata.org/wiki/Q5281201
disabled,Q47533065,"disability, organization, organization, meant, help, people, loved, one",0.871,TRUE,https://www.wikidata.org/wiki/Q47533065
disabled,Q67374899,"living, living, will, written, witnessed, declaration, person, request, become, beyond, reasonable, expectation, recovery, allowed, die",0.869,TRUE,https://www.wikidata.org/wiki/Q67374899
disabled,Q67527673,"healthy, worker, effect, sampling, bias, observed, worker, usually, exhibit, overall, death, rate, lower, general, population, since, severely, ill, may, excluded, employment",0.868,TRUE,https://www.wikidata.org/wiki/Q67527673
disabled,Q2589264,"integration, people, policy, social, inclusion, inclusion, including, people, without, disability, people, different, background",0.863,TRUE,https://www.wikidata.org/wiki/Q2589264
eskimo,Q641154,"independence, culture, independence, culture, independence, one, culture, paleo, culture, people, lived, northern, greenland",0.888,TRUE,https://www.wikidata.org/wiki/Q641154
eskimo,Q666758,"saqqaq, culture, paleo, culture, greenland, existing, around, bce, bce",0.871,TRUE,https://www.wikidata.org/wiki/Q666758
eskimo,Q2268108,"independence, ii, culture, independence, culture, independence, two, culture, paleo, culture, flourished, northeastern, greenland, bce, bce, north, south, independence, fjord",0.856,TRUE,https://www.wikidata.org/wiki/Q2268108
eskimo,Q1246654,"uralo, siberian, uralo, siberian, language, proposed, language, family, consisting, uralic, yukaghir, proposed, michael, fortescue",0.84,TRUE,https://www.wikidata.org/wiki/Q1246654
eskimo,Q51521215,"prehistoric, present, commerce, among, arctic, coast, publication, ottawa, printing, university, california, library, view, book",0.831,TRUE,https://www.wikidata.org/wiki/Q51521215
eskimo,Q991660,"alaska, native, religion, shamanism, among, people",0.82,TRUE,https://www.wikidata.org/wiki/Q991660
eskimo,Q51440055,"ammassalik, contribution, ethnology, east, greenland, native, publication, copenhagen, university, toronto, robarts, library, view, book",0.818,TRUE,https://www.wikidata.org/wiki/Q51440055
eskimo,Q603749,"dorset, culture, dorset, tradition, kalaallit, nunaat, paleo, culture, ce, preceded, inuit, arctic, north, america",0.816,TRUE,https://www.wikidata.org/wiki/Q603749
eskimo,Q51459426,"contribution, anthropology, central, smith, sound, anthropological, paper, amnh, publication, american, museum, natural, history, library, view, book, external",0.806,TRUE,https://www.wikidata.org/wiki/Q51459426
eskimo,Q51473727,"first, peary, collection, polar, material, culture, publication, museum, natural, university, library, university, illinois, urbana, champaign, view, book",0.804,TRUE,https://www.wikidata.org/wiki/Q51473727
eskimos,Q131242,"eskimo, people, ethnic, group, people, esquimaux, eskimo, esquimaux, indigenous, people, circumpolar, region",0.794,TRUE,https://www.wikidata.org/wiki/Q131242
eskimos,Q4532729,"eskimology, inuitology, arctic, study, complex, humanity, science, relating, eskimo, inuit",0.794,TRUE,https://www.wikidata.org/wiki/Q4532729
eskimos,Q51438939,"aleutian, eskimo, north, pacific, publication, natural, history, museum, university, library, university, illinois, urbana, champaign, view, book",0.765,TRUE,https://www.wikidata.org/wiki/Q51438939
eskimos,Q66219906,"genealogical, census, eskimo, point, barrow, alaska, naid, collection, series, national, archive, record, holding",0.763,TRUE,https://www.wikidata.org/wiki/Q66219906
eskimos,Q51427789,"food, bird, smith, sound, eskimo, publication, new, university, california, library, view, book",0.732,TRUE,https://www.wikidata.org/wiki/Q51427789
eskimos,Q51440085,"among, eskimo, record, five, close, intercourse, eskimo, tribe, labrador, publication, torontomusson, book, university, toronto, robarts, library, view, book",0.729,TRUE,https://www.wikidata.org/wiki/Q51440085
eskimos,Q51424472,"life, work, peck, among, eskimo, publication, university, toronto, robarts, library, view, book",0.719,TRUE,https://www.wikidata.org/wiki/Q51424472
eskimos,Q60474532,"woman, land, eskimo, painting, painting, léon, cogniet, french",0.706,TRUE,https://www.wikidata.org/wiki/Q60474532
eskimos,Q51427146,"life, work, peck, among, eskimo, publication, london, university, toronto, trinity, college, graham, library, view, book",0.701,TRUE,https://www.wikidata.org/wiki/Q51427146
eskimos,Q65569063,"folk, several, group, reindeer, eskimo, print, print, national, gallery, art, nga",0.694,TRUE,https://www.wikidata.org/wiki/Q65569063
ethnic group,Q41710,"ethnic, group, classification, system, personal, data, population, group, people, group, ethnic, group, ethnicity, socially, defined, category, people, identify",0.979,TRUE,https://www.wikidata.org/wiki/Q41710
ethnic group,Q2531956,"ethnic, group, social, group, ethnic, group, ethnic, group, minority, within, state, especially, single, ethnic, group, within, polyethnic, state",0.955,TRUE,https://www.wikidata.org/wiki/Q2531956
ethnic group,Q212926,"endogamy, practice, marrying, within, specific, ethnic, group, class, social, group",0.952,TRUE,https://www.wikidata.org/wiki/Q212926
ethnic group,Q2640974,"teptjars, tipter, teptjari, tiptär, subset, bashkir, people, described, either, ethnic, group, social, group, estate, realm, depending, period, circumstance",0.944,TRUE,https://www.wikidata.org/wiki/Q2640974
ethnic group,Q11197007,"ethnoreligious, group, ethno, religious, group, ethnic, group, people, whose, member, also, unified, common, religious, background",0.94,TRUE,https://www.wikidata.org/wiki/Q11197007
ethnic group,Q108788952,"ethnic, group, residency, ethnic, group, aspect, geographic, region, grouping, distinct, ethnic, group, place, residence",0.94,TRUE,https://www.wikidata.org/wiki/Q108788952
ethnic group,Q3377803,"tribe, people, people, group, ethnic, group, minimal, social, organization",0.934,TRUE,https://www.wikidata.org/wiki/Q3377803
ethnic group,Q28223060,"igbo, nationalism, ideology, relating, igbo, ethnic, group",0.933,TRUE,https://www.wikidata.org/wiki/Q28223060
ethnic group,Q1048468,"phoenician, phenicians, phoenician, civilization, historical, ethnic, group",0.931,TRUE,https://www.wikidata.org/wiki/Q1048468
ethnic group,Q5404271,"ethnic, identity, development, includes, identity, formation, self, categorization, psychological, attachment, ethnic, group",0.931,TRUE,https://www.wikidata.org/wiki/Q5404271
ethnic groups,Q6822251,"meta, ethnicity, large, group, related, ethnic, group, identify",0.943,TRUE,https://www.wikidata.org/wiki/Q6822251
ethnic groups,Q46295,"people, caucasus, diverse, group, comprising, ethnic, group",0.935,TRUE,https://www.wikidata.org/wiki/Q46295
ethnic groups,Q2509271,"jewish, ethnic, division, group, human, jewish, people, ethnic, group, jewish, ethnic, group, jewish, community, jewish, ethnicity, community, varying, ethnicity, adhere, judaism",0.927,TRUE,https://www.wikidata.org/wiki/Q2509271
ethnic groups,Q2002622,"ethnic, group, philippine, aspect, geographic, region, human, migration, demography, philippine",0.922,TRUE,https://www.wikidata.org/wiki/Q2002622
