item,usage_instructions
http://www.wikidata.org/entity/Q55813009,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813010,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813011,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813012,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813013,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813014,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813015,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813016,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813018,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813019,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813020,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813021,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813022,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813023,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813024,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813025,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813026,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813027,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813028,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813029,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813031,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813033,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813034,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813035,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813036,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813037,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813038,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813039,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813040,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813041,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813118,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813119,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813121,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813122,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813123,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813124,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813125,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813126,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813127,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813128,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813129,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813158,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813168,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813169,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813170,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813171,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813173,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813174,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813175,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q55813177,"can be used as value for the qualifier 'refine date' (P4241), together with 'located in time zone' (P421)"
http://www.wikidata.org/entity/Q545599,Use for real houses that are allegedly haunted. For haunted houses in a work of fiction use Q96240572.
http://www.wikidata.org/entity/Q637123,"Note the family name ""Kim"" sometimes appearing as first part of a personal name"
http://www.wikidata.org/entity/Q1872944,note the item for (Italian) male give name
http://www.wikidata.org/entity/Q1993601,"Note the form of address ""Donna"""
http://www.wikidata.org/entity/Q2937293,"Use Q5036511 for more specific ranks of Captain (O-3), e.g. in U.S. Army, Air Force, or Marines Corps"
http://www.wikidata.org/entity/P197,"Use qualifier ""towards"" (P5051) instead of ""direction"" (P560) to indicate the final station in that direction (P5051 does not replace P560 when used to indicate cardinal direction)"
http://www.wikidata.org/entity/Q6581072,use with Property:P21 sex or gender. For groups of females use with subclass of (P279)
http://www.wikidata.org/entity/P553,use P554 (username) as a qualifier
http://www.wikidata.org/entity/P647,"In qualifiers, use P793 to point to the specific draft, such as Q25388446 for the 2017 WNBA draft"
http://www.wikidata.org/entity/P683,"Only primary CHEBI identifiers (from ""CHEBI ID"" field) should be present in items; secondary identifiers (from ""Secondary ChEBI IDs"" field) should not be added."
http://www.wikidata.org/entity/Q13780930,"Use this value with ""place of publication"" (P291) to indicate a worldwide publication, or with ""operating area"" (P2541) to indicate international operations."
http://www.wikidata.org/entity/P767,"Use more specific properties if appropriate. For primary authors or creators of individual works, books, chapters, etc. use P50, P170, P86, etc."
http://www.wikidata.org/entity/P804,"For U.S. IDs, use [[Property:P590]]"
http://www.wikidata.org/entity/P1064,"Please never assign this property to any maglev-related items (neither maglev trains, nor maglev railways), use width (P2049) for maglevs when necessary."
http://www.wikidata.org/entity/Q15640053,For tramcar see Q3407658
http://www.wikidata.org/entity/Q3949468,"Italian form of ""Saint"", not necessarily a first name"
http://www.wikidata.org/entity/Q16281197,"Italian form of ""Saint"", not necessarily a first name"
